from_address,to_address,distance_km,weight_kg,height_cm,width_cm,length_cm,delivery_option,transport_mode,cost,estimated_time_hours
Mumbai,Hyderabad,478,45.36,30.8,59.1,94.7,Economy,Air,3904.5,21.2
Delhi,Mumbai,361,56.83,9.2,43.2,83.7,Express,Air,8099.33,19.5
Chennai,Mumbai,528,69.61,28.3,45.0,35.6,Normal,Air,8855.87,7.6
Chennai,Mumbai,528,24.18,88.5,35.4,21.9,Normal,Road,700.6,24.6
Chennai,Hyderabad,801,86.95,87.0,78.0,53.6,Economy,Air,13225.76,24.7
Ahmedabad,Kolkata,461,15.8,97.3,87.2,74.9,Express,Road,4645.78,24.9
Chennai,Pune,757,99.86,6.0,11.7,98.6,Express,Road,6122.7,31.8
Delhi,Mumbai,361,87.37,61.1,41.0,66.5,Economy,Road,1227.88,33.4
Mumbai,Kolkata,1416,99.22,10.7,5.2,79.0,Economy,Rail,3529.6,43.6
Kolkata,Pune,1165,82.24,19.7,58.1,25.6,Express,Road,6907.42,40.7
Bangalore,Kolkata,1159,58.47,90.1,82.9,51.3,Express,Rail,4089.43,18.9
Delhi,Pune,1532,77.5,26.8,27.8,39.5,Express,Air,43174.13,9.3
Bangalore,Delhi,1766,40.3,25.5,54.0,62.9,Normal,Road,3674.22,50.4
Ahmedabad,Delhi,555,21.19,71.3,19.2,43.9,Normal,Air,2990.2,6.3
Kolkata,Chennai,869,43.15,58.8,64.6,19.9,Economy,Road,1489.16,48.6
Mumbai,Delhi,1685,33.17,30.0,56.4,81.9,Express,Air,22880.84,9.6
Kolkata,Delhi,313,78.43,33.6,75.2,30.7,Normal,Road,1311.3,15.4
Delhi,Kolkata,776,91.18,54.1,42.8,74.8,Economy,Rail,1751.39,41.9
Chennai,Delhi,351,45.95,7.0,59.1,52.3,Economy,Air,3331.74,11.4
Delhi,Hyderabad,1334,90.81,17.2,37.7,82.8,Express,Rail,5858.26,19.8
Kolkata,Bangalore,1854,81.89,74.2,5.1,37.2,Express,Air,52507.06,14.3
Delhi,Ahmedabad,354,70.52,32.9,66.3,69.9,Normal,Air,5663.31,22.9
Mumbai,Kolkata,1416,69.42,42.3,66.8,90.9,Normal,Air,23440.88,19.2
Hyderabad,Pune,489,96.2,70.5,90.3,84.6,Express,Rail,2362.88,14.5
Chennai,Hyderabad,801,53.38,36.7,17.5,56.0,Economy,Air,7857.93,7.7
Pune,Mumbai,1035,27.07,48.7,64.6,69.1,Express,Road,3590.96,26.2
Delhi,Mumbai,361,19.88,35.0,87.5,50.3,Normal,Rail,316.92,27.1
Delhi,Kolkata,776,84.97,40.9,96.0,39.2,Normal,Rail,1835.2,28.1
Pune,Kolkata,841,36.33,73.8,45.5,41.5,Express,Rail,1381.82,20.3
Ahmedabad,Chennai,1240,22.8,9.9,21.7,38.5,Normal,Air,6735.83,11.4
Ahmedabad,Kolkata,461,51.22,17.9,30.2,64.5,Express,Rail,1017.47,25.2
Kolkata,Delhi,313,4.01,68.3,41.6,77.7,Normal,Road,680.97,25.4
Mumbai,Kolkata,1416,10.89,42.4,16.5,55.8,Normal,Rail,476.94,38.2
Delhi,Mumbai,361,57.7,94.2,68.2,28.4,Express,Road,1496.24,22.8
Ahmedabad,Hyderabad,1430,9.17,54.4,86.8,72.8,Normal,Rail,3065.71,46.5
Bangalore,Ahmedabad,1506,5.63,30.1,64.3,5.2,Express,Air,3072.61,8.0
Kolkata,Mumbai,1957,68.6,59.5,30.8,29.0,Express,Road,11013.79,46.5
Bangalore,Hyderabad,751,50.81,12.7,65.0,13.6,Express,Air,14253.6,11.2
Hyderabad,Kolkata,989,67.55,56.3,23.0,80.0,Normal,Air,16094.02,24.2
Ahmedabad,Pune,900,56.66,8.4,79.9,86.7,Economy,Air,9311.07,7.4
Hyderabad,Ahmedabad,1078,84.67,33.4,18.3,64.7,Express,Rail,4457.65,27.6
Ahmedabad,Bangalore,1075,57.54,40.6,87.7,13.9,Economy,Rail,1489.24,39.3
Bangalore,Ahmedabad,1506,86.75,15.4,54.4,70.5,Normal,Air,35396.76,21.5
Kolkata,Delhi,313,58.51,21.4,21.8,40.1,Express,Road,1501.16,16.1
Ahmedabad,Chennai,1240,91.75,77.8,99.4,82.0,Normal,Rail,4974.09,42.2
Kolkata,Ahmedabad,996,12.99,83.1,24.1,52.1,Economy,Road,782.43,53.8
Chennai,Mumbai,528,52.7,12.1,96.4,5.3,Express,Rail,1224.07,16.0
Bangalore,Delhi,1766,68.13,5.2,66.7,96.8,Express,Rail,5923.77,37.9
Pune,Delhi,1004,7.85,43.3,22.0,81.4,Express,Rail,635.89,18.0
Hyderabad,Ahmedabad,1078,72.34,13.4,69.4,95.9,Economy,Rail,2004.26,31.4
Bangalore,Hyderabad,751,38.44,53.2,9.1,74.4,Express,Rail,1308.43,13.2
Delhi,Pune,1532,72.38,28.4,32.3,49.7,Economy,Rail,2414.05,55.4
Hyderabad,Pune,489,81.42,27.5,77.6,90.0,Economy,Road,1628.51,27.8
Delhi,Bangalore,747,36.7,65.3,23.7,9.9,Normal,Road,1439.83,38.3
Bangalore,Mumbai,707,33.78,95.3,43.2,53.4,Express,Air,10639.18,16.2
Bangalore,Kolkata,1159,56.6,46.7,55.3,42.0,Express,Road,4471.05,30.8
Bangalore,Pune,1219,86.42,24.2,54.8,48.8,Express,Road,7752.5,36.4
Kolkata,Chennai,869,30.75,48.3,91.4,7.5,Normal,Rail,723.98,35.0
Hyderabad,Pune,489,32.66,61.5,63.1,96.8,Economy,Air,7197.36,13.4
Ahmedabad,Pune,900,79.02,72.6,17.6,24.2,Normal,Road,3230.27,26.6
Bangalore,Hyderabad,751,6.88,15.0,8.5,45.8,Express,Rail,248.23,29.0
Pune,Ahmedabad,1794,24.6,61.2,77.4,80.7,Economy,Rail,3609.13,46.7
Delhi,Kolkata,776,40.09,17.7,18.7,20.0,Normal,Air,8331.6,8.1
Chennai,Hyderabad,801,77.26,65.4,93.3,33.3,Economy,Rail,1556.02,28.4
Chennai,Mumbai,528,23.53,17.5,71.7,6.4,Economy,Road,460.12,36.0
Delhi,Ahmedabad,354,66.4,36.6,65.9,84.4,Express,Road,1838.42,14.5
Delhi,Kolkata,776,32.61,41.2,65.4,51.0,Normal,Road,1287.63,38.9
Kolkata,Bangalore,1854,73.66,81.0,32.2,90.5,Express,Air,54983.38,25.3
Bangalore,Ahmedabad,1506,7.38,31.1,57.4,5.0,Normal,Road,566.54,58.8
Bangalore,Ahmedabad,1506,5.95,51.1,22.8,16.6,Normal,Rail,267.2,38.7
Ahmedabad,Hyderabad,1430,93.29,79.2,45.8,60.8,Normal,Rail,4251.6,40.1
Ahmedabad,Pune,900,45.76,56.7,75.4,70.7,Economy,Air,10133.0,9.9
Delhi,Mumbai,361,19.01,20.3,55.4,26.2,Express,Air,2720.87,23.3
Hyderabad,Mumbai,618,72.33,25.7,62.1,7.7,Economy,Rail,1111.77,37.5
Kolkata,Pune,1165,85.22,88.4,70.3,99.9,Normal,Road,6757.88,35.4
Delhi,Ahmedabad,354,81.19,41.8,69.2,54.6,Express,Air,10175.52,22.6
Hyderabad,Chennai,869,28.31,91.3,70.9,63.3,Economy,Road,2929.91,38.6
Bangalore,Pune,1219,34.53,82.8,74.1,93.3,Economy,Road,5823.24,62.1
Hyderabad,Pune,489,62.6,74.5,81.6,62.9,Normal,Road,1967.99,31.3
Hyderabad,Kolkata,989,48.48,59.2,10.6,71.4,Economy,Rail,1221.75,33.1
Bangalore,Chennai,1449,1.06,5.4,45.0,89.4,Express,Rail,289.14,36.8
Pune,Hyderabad,1952,45.91,49.3,64.9,38.3,Express,Air,30904.01,21.6
Pune,Ahmedabad,1794,36.62,57.8,78.3,59.3,Express,Road,7161.45,56.9
Chennai,Hyderabad,801,17.68,82.8,69.4,40.1,Express,Air,14415.44,7.3
Mumbai,Hyderabad,478,66.96,89.8,88.1,38.7,Normal,Road,1649.42,20.0
Pune,Bangalore,1536,42.38,66.3,7.5,66.5,Express,Rail,3192.75,34.1
Kolkata,Bangalore,1854,4.02,24.0,83.0,21.2,Normal,Rail,494.17,41.0
Pune,Delhi,1004,27.43,74.0,26.4,97.9,Express,Road,2762.2,38.0
Bangalore,Ahmedabad,1506,7.58,19.2,85.0,30.3,Economy,Road,608.72,75.5
Pune,Kolkata,841,25.12,91.5,63.8,89.9,Normal,Road,4613.68,41.9
Delhi,Mumbai,361,99.14,20.5,86.7,43.2,Express,Rail,1540.22,9.5
Ahmedabad,Hyderabad,1430,62.79,41.2,31.8,53.1,Express,Road,6110.66,46.2
Ahmedabad,Kolkata,461,8.39,8.8,11.6,8.5,Economy,Rail,102.1,27.1
Chennai,Delhi,351,39.48,65.8,94.5,15.0,Express,Air,5178.23,17.6
Chennai,Delhi,351,25.99,11.6,10.2,97.0,Express,Road,675.88,24.1
Kolkata,Ahmedabad,996,17.71,7.9,59.0,24.8,Express,Rail,760.29,18.2
Mumbai,Chennai,1808,46.11,68.8,31.1,96.9,Economy,Road,3535.23,70.2
Mumbai,Delhi,1685,72.93,53.8,57.2,8.7,Normal,Road,6477.09,61.9
Mumbai,Delhi,1685,12.04,54.6,37.8,11.8,Normal,Road,1027.92,57.3
Ahmedabad,Bangalore,1075,5.65,19.8,37.6,26.9,Normal,Road,279.68,32.3
Pune,Mumbai,1035,86.57,49.7,14.1,24.7,Normal,Air,21023.77,13.8
Pune,Delhi,1004,1.54,29.2,71.3,52.4,Normal,Rail,619.79,22.6
Bangalore,Ahmedabad,1506,89.72,22.8,5.7,18.8,Express,Road,10226.58,39.3
Delhi,Ahmedabad,354,92.68,57.1,46.5,80.2,Express,Air,12127.37,10.9
Bangalore,Pune,1219,23.86,8.7,68.9,92.7,Express,Air,11244.88,21.4
Mumbai,Pune,1509,70.67,30.5,10.6,82.1,Express,Air,40030.93,20.3
Ahmedabad,Hyderabad,1430,11.5,80.2,17.9,71.6,Express,Road,2212.0,46.7
Mumbai,Delhi,1685,71.14,87.0,29.4,19.3,Normal,Rail,3693.89,37.6
Chennai,Mumbai,528,40.81,29.8,21.5,28.1,Express,Rail,993.95,27.4
Kolkata,Ahmedabad,996,6.72,12.9,36.8,95.5,Economy,Air,1856.95,24.3
Delhi,Pune,1532,27.47,6.8,45.5,49.7,Express,Air,14940.61,15.3
Mumbai,Chennai,1808,49.57,53.5,89.6,28.9,Economy,Air,18317.7,16.3
Bangalore,Mumbai,707,74.37,14.2,38.8,59.8,Economy,Air,9843.51,14.7
Mumbai,Pune,1509,71.19,66.1,6.5,47.4,Economy,Air,22823.85,10.7
Delhi,Bangalore,747,64.62,88.0,10.5,69.8,Normal,Air,11882.59,7.1
Chennai,Kolkata,863,27.45,69.0,64.4,75.5,Economy,Air,11940.66,16.4
Ahmedabad,Mumbai,1398,75.86,7.0,55.2,26.7,Economy,Road,4510.38,76.8
Chennai,Bangalore,1818,39.41,43.4,99.8,45.7,Express,Rail,3144.29,25.9
Chennai,Delhi,351,83.23,9.6,62.8,57.1,Economy,Rail,718.76,13.2
Chennai,Delhi,351,98.36,96.5,89.7,93.2,Normal,Road,2879.83,28.7
Delhi,Ahmedabad,354,21.51,11.3,9.6,6.2,Economy,Air,1564.24,17.4
Chennai,Bangalore,1818,40.19,60.2,77.4,53.0,Express,Rail,4130.58,33.6
Kolkata,Ahmedabad,996,1.93,17.7,94.8,47.7,Normal,Air,4251.81,25.6
Ahmedabad,Bangalore,1075,44.17,40.3,97.1,99.7,Economy,Rail,1887.61,43.7
Bangalore,Hyderabad,751,87.51,36.6,47.3,66.2,Express,Road,5316.55,18.5
Bangalore,Pune,1219,56.12,8.4,23.8,60.4,Economy,Rail,1640.44,43.7
Hyderabad,Bangalore,1863,47.46,39.9,24.3,80.5,Economy,Rail,2015.22,71.7
Ahmedabad,Delhi,555,20.59,93.7,52.2,54.2,Economy,Road,1167.2,39.4
Chennai,Mumbai,528,49.51,13.5,5.2,5.3,Express,Road,2079.1,15.4
Bangalore,Delhi,1766,90.71,82.2,43.5,61.7,Express,Road,12199.09,48.0
Hyderabad,Chennai,869,88.72,42.9,58.4,52.4,Normal,Rail,2226.16,20.6
Bangalore,Pune,1219,59.2,75.8,72.1,89.3,Express,Road,8806.33,28.5
Delhi,Bangalore,747,69.14,88.7,17.6,14.9,Normal,Rail,1636.36,36.1
Delhi,Hyderabad,1334,38.47,75.8,22.1,66.7,Normal,Rail,1607.63,44.7
Hyderabad,Bangalore,1863,54.32,81.8,90.8,88.0,Express,Air,98589.71,20.2
Ahmedabad,Delhi,555,35.55,88.3,96.5,55.6,Economy,Road,2120.8,33.3
Kolkata,Delhi,313,25.87,74.5,85.5,68.6,Normal,Road,1334.26,12.8
Chennai,Kolkata,863,33.26,37.2,78.9,49.4,Normal,Rail,842.56,28.1
Bangalore,Hyderabad,751,25.87,72.5,6.5,20.1,Express,Road,1498.59,33.2
Delhi,Pune,1532,20.66,43.0,95.3,12.5,Economy,Road,1167.64,74.9
Chennai,Pune,757,52.54,62.8,9.2,6.9,Normal,Rail,1194.54,27.0
Delhi,Hyderabad,1334,31.39,74.8,85.5,39.3,Economy,Air,12656.48,13.3
Chennai,Hyderabad,801,66.07,73.6,64.5,6.7,Economy,Air,10691.39,23.9
Bangalore,Hyderabad,751,25.75,98.1,99.1,62.3,Economy,Air,16810.64,18.3
Pune,Chennai,498,14.18,72.6,80.4,98.9,Economy,Air,11628.03,22.9
Hyderabad,Ahmedabad,1078,93.59,7.1,6.6,89.7,Economy,Air,18331.5,17.6
Ahmedabad,Kolkata,461,42.77,7.2,39.1,54.0,Express,Road,1600.63,31.6
Hyderabad,Chennai,869,18.35,55.1,62.3,66.3,Normal,Rail,1132.87,21.5
Ahmedabad,Kolkata,461,52.33,33.9,51.7,91.1,Normal,Road,1298.73,30.5
Kolkata,Mumbai,1957,52.87,17.6,83.0,61.5,Express,Road,7993.36,49.2
Pune,Bangalore,1536,44.92,36.6,5.1,78.8,Economy,Air,13299.01,25.9
Pune,Hyderabad,1952,6.44,25.9,86.6,24.9,Normal,Road,1039.84,66.8
Mumbai,Delhi,1685,76.57,13.8,46.3,26.3,Express,Rail,5732.46,37.3
Delhi,Hyderabad,1334,26.81,28.0,33.7,37.5,Normal,Air,8336.65,13.9
Ahmedabad,Bangalore,1075,20.7,77.4,11.5,87.7,Normal,Road,1019.17,47.1
Pune,Delhi,1004,3.05,73.9,10.8,74.2,Economy,Rail,280.39,33.2
Hyderabad,Kolkata,989,65.65,45.5,17.0,54.4,Express,Air,24220.69,11.9
Chennai,Mumbai,528,22.83,94.2,49.8,16.5,Normal,Road,649.24,30.2
Chennai,Pune,757,13.21,66.5,20.5,82.8,Express,Rail,840.41,16.7
Pune,Bangalore,1536,36.51,22.0,40.1,28.9,Express,Rail,2278.22,34.6
Bangalore,Kolkata,1159,45.17,63.9,36.3,42.9,Normal,Air,14237.4,7.2
Kolkata,Bangalore,1854,3.85,29.4,29.7,87.2,Normal,Air,7589.53,20.1
Chennai,Ahmedabad,585,94.51,74.2,49.5,78.4,Express,Road,4424.3,30.5
Hyderabad,Ahmedabad,1078,15.1,87.7,47.8,85.9,Normal,Air,19478.01,25.5
Kolkata,Mumbai,1957,2.95,83.2,63.9,67.9,Express,Road,10700.92,54.4
Delhi,Pune,1532,28.39,19.8,90.2,78.1,Express,Road,3132.54,40.9
Chennai,Kolkata,863,71.36,43.1,89.4,84.9,Express,Road,4607.36,34.6
Mumbai,Chennai,1808,35.42,57.2,23.4,79.3,Express,Road,4650.58,51.8
Pune,Mumbai,1035,6.97,51.4,40.9,50.0,Economy,Road,912.47,48.5
Kolkata,Chennai,869,70.02,98.2,91.1,59.1,Economy,Rail,2172.35,41.7
Pune,Mumbai,1035,31.42,69.1,42.7,73.8,Express,Air,17163.93,15.1
Pune,Mumbai,1035,93.6,12.2,18.2,34.6,Express,Air,37273.01,15.2
Pune,Bangalore,1536,4.72,70.3,14.7,85.0,Economy,Air,5146.11,15.9
Delhi,Ahmedabad,354,45.88,40.2,21.4,95.9,Economy,Air,3250.09,5.7
Bangalore,Delhi,1766,75.97,26.2,46.9,28.9,Normal,Road,7373.1,65.4
Mumbai,Chennai,1808,34.91,34.9,99.2,86.5,Economy,Air,19982.55,11.2
Mumbai,Pune,1509,60.56,5.2,83.2,46.3,Normal,Air,22514.71,11.1
Mumbai,Ahmedabad,1164,10.17,85.5,90.7,33.3,Economy,Air,11293.53,13.3
Hyderabad,Delhi,740,98.78,86.2,96.3,28.3,Express,Air,28767.49,21.4
Mumbai,Chennai,1808,10.47,37.0,33.5,43.3,Normal,Air,4433.58,21.0
Hyderabad,Pune,489,57.3,86.0,47.7,9.0,Economy,Air,5945.44,13.9
Delhi,Ahmedabad,354,55.41,22.7,11.4,30.2,Economy,Rail,452.56,30.9
Bangalore,Pune,1219,39.91,49.7,53.5,70.2,Economy,Rail,1167.74,45.5
Kolkata,Hyderabad,1729,31.53,34.4,60.1,88.3,Economy,Air,12382.6,24.7
Pune,Ahmedabad,1794,45.12,23.3,18.3,7.6,Express,Road,5797.41,49.3
Delhi,Kolkata,776,61.18,18.3,12.3,63.3,Economy,Rail,1127.32,38.0
Hyderabad,Chennai,869,43.37,68.1,56.4,21.1,Express,Air,14805.55,7.9
Mumbai,Chennai,1808,14.27,6.8,53.6,73.7,Express,Air,9079.02,26.1
Chennai,Ahmedabad,585,37.22,5.2,68.3,79.1,Normal,Air,5279.44,24.8
Mumbai,Bangalore,1816,56.1,76.4,73.7,97.8,Express,Road,16350.65,47.4
Chennai,Ahmedabad,585,86.51,36.0,98.4,30.7,Normal,Air,11429.76,20.6
Mumbai,Pune,1509,86.98,31.0,92.2,44.5,Normal,Rail,3750.15,42.3
Mumbai,Chennai,1808,91.05,37.7,59.6,63.8,Express,Air,63542.18,8.0
Ahmedabad,Kolkata,461,73.67,15.2,41.0,99.2,Express,Air,11582.34,9.4
Kolkata,Chennai,869,49.27,44.5,95.7,59.1,Economy,Rail,1150.25,37.6
Pune,Chennai,498,90.15,99.1,89.5,98.8,Normal,Air,19697.24,11.9
Bangalore,Hyderabad,751,41.93,64.3,32.7,62.8,Normal,Air,8414.97,10.7
Ahmedabad,Mumbai,1398,13.05,5.3,60.4,8.2,Economy,Rail,411.27,49.5
Chennai,Delhi,351,22.43,80.5,37.7,46.0,Economy,Rail,243.54,24.6
Chennai,Pune,757,80.05,99.5,52.1,30.1,Normal,Air,16311.34,12.6
Mumbai,Hyderabad,478,40.75,74.6,20.5,31.9,Normal,Air,5252.02,18.4
Kolkata,Chennai,869,8.51,65.8,24.5,23.9,Economy,Air,1331.57,22.1
Mumbai,Hyderabad,478,39.95,78.1,52.3,70.3,Express,Air,11290.74,24.3
Hyderabad,Ahmedabad,1078,50.68,97.7,55.4,73.0,Normal,Air,23407.46,9.1
Chennai,Ahmedabad,585,99.66,53.9,67.7,60.8,Economy,Rail,1475.81,36.0
Hyderabad,Bangalore,1863,51.64,24.0,72.9,96.3,Economy,Road,3831.48,79.3
Mumbai,Ahmedabad,1164,5.65,96.9,80.1,43.9,Express,Air,28591.48,19.4
Ahmedabad,Delhi,555,52.29,95.0,12.4,22.9,Economy,Air,5911.6,8.1
Kolkata,Chennai,869,32.28,75.6,57.6,28.1,Express,Rail,1155.0,15.0
Kolkata,Ahmedabad,996,82.07,33.9,67.4,73.8,Express,Road,6353.81,32.1
Mumbai,Chennai,1808,87.53,60.4,69.4,20.7,Normal,Road,8228.77,54.6
Hyderabad,Bangalore,1863,8.29,30.5,94.0,68.0,Express,Air,28763.36,17.7
Chennai,Ahmedabad,585,91.19,10.6,23.1,17.3,Normal,Road,2714.69,33.6
Mumbai,Chennai,1808,10.08,85.8,53.9,27.2,Normal,Air,10320.18,14.4
Delhi,Hyderabad,1334,41.43,12.3,16.7,82.7,Normal,Air,13992.59,25.0
Chennai,Ahmedabad,585,8.16,20.6,24.7,97.8,Economy,Road,229.15,33.9
Hyderabad,Ahmedabad,1078,98.7,66.8,91.0,22.7,Express,Air,41073.6,9.5
Kolkata,Chennai,869,29.7,34.2,42.3,21.1,Express,Road,2032.47,30.5
Chennai,Delhi,351,98.15,53.7,99.6,74.4,Express,Road,2502.53,10.4
Kolkata,Mumbai,1957,52.71,11.5,56.6,42.7,Normal,Rail,3089.55,47.9
Ahmedabad,Mumbai,1398,46.95,95.6,16.6,9.8,Normal,Air,15029.25,14.0
Ahmedabad,Pune,900,57.47,76.0,76.2,13.0,Normal,Rail,1424.79,25.6
Hyderabad,Mumbai,618,62.46,29.3,64.6,18.4,Economy,Rail,870.5,22.4
Ahmedabad,Hyderabad,1430,67.16,58.8,10.7,20.4,Economy,Air,17579.21,28.4
Pune,Delhi,1004,77.61,67.1,28.2,30.0,Economy,Rail,1916.89,41.1
Mumbai,Ahmedabad,1164,11.12,39.5,77.4,41.1,Express,Rail,1244.52,34.5
Kolkata,Pune,1165,7.0,6.5,16.0,25.0,Normal,Rail,234.98,24.3
Bangalore,Ahmedabad,1506,64.4,52.7,88.1,7.6,Normal,Rail,3004.9,44.5
Ahmedabad,Bangalore,1075,2.84,67.8,45.6,75.3,Express,Rail,2207.1,27.1
Ahmedabad,Hyderabad,1430,18.79,43.3,61.2,66.6,Normal,Road,2303.51,55.7
Pune,Ahmedabad,1794,29.35,64.1,47.9,71.6,Express,Rail,3329.46,35.3
Chennai,Bangalore,1818,11.76,15.1,87.0,52.4,Economy,Air,5455.23,13.0
Chennai,Ahmedabad,585,7.07,89.0,79.9,50.9,Economy,Air,8100.39,19.6
Bangalore,Mumbai,707,65.07,91.4,25.0,57.4,Normal,Road,2167.82,40.9
Mumbai,Bangalore,1816,98.49,75.2,64.0,68.1,Normal,Air,42992.02,19.6
Chennai,Bangalore,1818,11.89,62.3,55.1,73.2,Normal,Road,4834.8,55.9
Ahmedabad,Mumbai,1398,24.37,10.7,23.7,16.2,Express,Rail,1666.74,20.6
Pune,Delhi,1004,13.46,43.3,21.9,84.9,Normal,Air,4072.0,20.4
Bangalore,Ahmedabad,1506,7.38,31.7,66.5,52.2,Economy,Air,6854.28,22.3
Mumbai,Chennai,1808,88.95,82.8,52.3,29.5,Normal,Rail,4389.54,41.8
Kolkata,Pune,1165,51.14,29.3,31.2,94.0,Normal,Air,15864.93,14.8
Chennai,Delhi,351,31.3,76.8,79.7,74.8,Economy,Road,1295.55,17.4
Delhi,Hyderabad,1334,49.23,46.9,25.9,83.2,Normal,Rail,2004.91,36.3
Kolkata,Delhi,313,70.18,49.0,27.3,98.8,Express,Air,8468.16,21.0
Mumbai,Delhi,1685,41.83,36.1,32.1,82.8,Normal,Rail,2168.58,41.2
Ahmedabad,Kolkata,461,45.95,81.7,73.8,62.1,Express,Road,2576.85,13.1
Kolkata,Hyderabad,1729,64.17,37.1,25.0,99.1,Economy,Rail,2500.81,54.9
Delhi,Bangalore,747,17.62,38.4,21.7,65.6,Express,Air,4989.33,18.8
Kolkata,Chennai,869,36.99,37.5,66.3,64.5,Normal,Road,1606.59,35.4
Pune,Delhi,1004,16.02,66.8,34.3,19.8,Express,Rail,682.68,25.4
Delhi,Pune,1532,15.82,22.6,9.9,11.9,Normal,Rail,785.91,38.2
Pune,Delhi,1004,16.06,10.9,83.7,70.2,Express,Rail,727.56,28.0
Ahmedabad,Mumbai,1398,44.19,40.5,10.2,27.7,Economy,Road,2587.13,69.2
Bangalore,Pune,1219,18.35,40.6,5.1,74.2,Economy,Rail,579.11,46.4
Hyderabad,Kolkata,989,52.22,30.9,38.4,25.7,Normal,Air,13962.3,23.9
Chennai,Pune,757,3.81,89.4,21.2,56.1,Normal,Rail,473.65,16.6
Pune,Mumbai,1035,24.87,22.7,84.5,16.4,Normal,Rail,714.24,32.6
Delhi,Kolkata,776,41.07,37.0,45.9,27.3,Normal,Air,8440.18,9.0
Chennai,Bangalore,1818,82.77,90.7,25.6,80.1,Economy,Rail,3580.66,57.6
Kolkata,Ahmedabad,996,93.15,61.8,36.6,53.1,Economy,Air,18185.16,10.5
Pune,Chennai,498,8.66,78.5,98.5,70.6,Normal,Air,14589.07,9.3
Chennai,Ahmedabad,585,10.83,81.6,8.1,38.3,Express,Air,2209.71,9.2
Delhi,Mumbai,361,21.43,51.9,9.2,32.2,Express,Road,568.33,13.7
Kolkata,Ahmedabad,996,68.29,42.9,28.8,8.3,Economy,Air,12703.68,21.2
Hyderabad,Delhi,740,63.28,17.3,60.6,23.7,Express,Air,17450.72,22.7
Kolkata,Hyderabad,1729,38.4,75.4,63.2,75.7,Economy,Rail,2977.97,47.2
Pune,Hyderabad,1952,75.91,66.7,39.8,32.9,Express,Air,50504.03,10.9
Ahmedabad,Pune,900,3.8,63.7,44.4,92.8,Economy,Rail,1022.87,41.3
Delhi,Mumbai,361,94.96,82.7,98.1,31.1,Express,Rail,1626.43,24.8
Chennai,Delhi,351,53.96,90.2,38.9,13.2,Express,Air,6436.8,19.5
Bangalore,Mumbai,707,86.22,69.0,51.1,11.8,Economy,Road,2591.54,32.8
Hyderabad,Kolkata,989,71.29,69.7,22.0,96.9,Economy,Rail,1724.92,46.2
Delhi,Pune,1532,60.89,92.8,28.4,29.4,Express,Rail,4055.33,42.5
Pune,Chennai,498,49.25,40.6,51.0,20.2,Normal,Rail,785.93,23.4
Bangalore,Ahmedabad,1506,43.57,52.5,58.2,27.3,Express,Rail,2685.61,36.8
Bangalore,Ahmedabad,1506,51.37,42.3,65.4,38.4,Express,Air,27169.04,16.5
Pune,Hyderabad,1952,52.01,56.5,7.1,60.9,Normal,Rail,2886.46,37.2
Delhi,Bangalore,747,99.88,6.3,24.2,43.9,Economy,Rail,1780.03,23.9
Chennai,Mumbai,528,89.53,48.0,13.3,18.5,Economy,Road,2006.02,39.4
Ahmedabad,Pune,900,57.09,60.0,64.9,70.1,Express,Air,19280.61,16.6
Kolkata,Mumbai,1957,50.13,44.6,88.2,63.0,Express,Air,38708.47,21.6
Bangalore,Mumbai,707,75.32,7.8,49.8,80.8,Express,Road,4219.08,23.6
Mumbai,Hyderabad,478,91.04,44.6,12.2,52.6,Express,Air,17359.61,15.3
Chennai,Delhi,351,2.43,24.7,42.4,21.8,Economy,Rail,50.0,15.0
Ahmedabad,Delhi,555,60.43,17.9,51.4,80.7,Express,Air,13107.43,8.5
Delhi,Chennai,365,80.15,99.7,27.6,35.4,Economy,Rail,718.75,28.8
Delhi,Kolkata,776,93.27,47.0,39.3,13.1,Express,Rail,3151.63,29.0
Mumbai,Bangalore,1816,0.92,42.9,78.6,33.1,Express,Rail,1962.35,35.6
Pune,Ahmedabad,1794,72.29,95.2,95.3,83.7,Normal,Road,14008.44,62.9
Ahmedabad,Chennai,1240,97.63,13.9,13.1,91.7,Economy,Air,21809.51,22.2
Mumbai,Kolkata,1416,71.13,56.0,97.5,36.3,Normal,Road,5313.27,51.1
Hyderabad,Pune,489,6.8,40.9,88.8,87.7,Express,Rail,1361.21,24.9
Mumbai,Kolkata,1416,38.22,83.4,60.6,43.6,Express,Road,4341.42,47.8
Hyderabad,Ahmedabad,1078,10.86,32.5,47.8,5.4,Normal,Road,630.7,32.7
Mumbai,Pune,1509,42.1,45.8,16.4,49.5,Normal,Air,17154.97,9.7
Delhi,Hyderabad,1334,30.5,96.9,15.2,73.1,Express,Rail,1718.06,33.0
Chennai,Mumbai,528,26.11,24.4,48.1,14.6,Express,Road,1052.76,17.7
Hyderabad,Chennai,869,50.86,24.5,21.0,14.6,Normal,Rail,1248.29,21.6
Bangalore,Delhi,1766,65.19,74.5,98.5,72.4,Economy,Road,7801.45,88.5
Mumbai,Bangalore,1816,23.41,81.6,77.2,29.8,Express,Road,5319.8,55.4
Bangalore,Mumbai,707,93.71,65.2,94.8,20.8,Normal,Road,3302.55,32.8
Delhi,Hyderabad,1334,67.57,8.1,92.7,17.6,Express,Air,36521.84,21.2
